-4.12841,-2.87720,2.07764
-4.24903,-3.40929,2.52724
-4.03523,-3.18430,2.50013
-4.04471,-3.32272,2.47695
-4.33538,-2.92388,2.63018
-4.17846,-3.78223,2.84898
-4.12678,-3.15732,2.39116
-4.30822,-3.26524,2.74111
-4.10249,-3.07332,2.72113
-4.18265,-3.30783,2.53430
-4.06912,-3.96720,2.31799
-4.23015,-3.94576,2.97098
-4.44452,-3.45611,2.55143
-4.56578,-4.17428,2.69526
-4.72624,-5.20402,2.41773
-5.00497,-6.92165,2.43363
-5.04394,-8.01949,2.90068
-6.19761,-9.35415,1.59985
-7.10425,-11.93087,0.75370
-8.64236,-14.19800,0.79722
-11.13611,-18.37388,-0.61020
-12.11062,-24.44929,-4.23833
-12.98635,-31.60796,-7.74427
-11.12399,-38.61082,-11.87493
-10.20884,-42.15392,-14.73403
-9.11115,-45.76028,-17.76253
-9.25857,-46.23413,-18.10927
-8.79469,-45.71346,-20.44124
-10.05570,-44.55281,-19.57624
-12.20515,-43.94786,-16.86321
-13.56750,-42.43508,-17.37005
-14.50344,-42.22078,-17.72680
-16.11361,-42.12317,-20.59182
-15.06377,-42.68185,-23.16821
-18.22959,-40.79354,-24.10567
-18.97930,-40.51065,-23.06970
-23.57293,-37.13498,-17.76991
-23.81791,-36.64132,-17.43811
-26.32654,-28.87642,-9.35906
-26.32831,-25.77485,-8.18093
-26.46371,-23.92213,-7.08122
-26.41229,-22.75471,-5.72745
-26.03792,-22.36798,-6.04585
-26.30036,-21.92914,-5.98906
-26.06796,-21.72777,-6.25683
-26.04913,-22.49076,-6.16728
-26.58542,-22.45171,-6.56278
-26.85568,-22.26003,-5.92303
-25.84377,-21.68077,-6.01491
-26.28571,-21.72133,-5.96497
-26.74240,-21.88759,-6.67284
-26.22603,-20.61020,-6.23606
-26.23273,-20.87333,-5.91513
-26.45291,-20.26592,-5.51404
-26.41043,-20.73530,-5.75096
-26.59179,-19.86504,-5.28137
-25.61284,-18.39124,-5.31066
-26.57453,-17.54814,-4.48246
-26.21877,-16.82887,-5.35155
-25.97522,-15.84908,-4.99144
-25.82357,-15.43657,-2.83662
-25.56370,-15.00828,-3.20089
-25.66214,-14.79899,-3.83113
-25.47473,-14.21179,-3.08643
-26.09314,-13.62139,-2.95721
-26.20853,-13.37895,-2.54067
-26.26492,-11.91821,-1.57682
-26.36993,-10.99874,-2.29997
-26.21652,-9.99275,-2.61414
-25.30420,-9.69400,-2.25651
-26.34969,-10.21462,-2.09151
-25.97985,-8.97907,-1.91975
-25.48412,-8.12188,-1.78188
-25.47479,-8.14094,-2.37064
-25.44889,-8.10136,-1.54397
-25.81641,-7.13356,-2.56670
-25.51204,-6.76116,-1.42190
-25.85356,-7.27827,-1.79539
-25.73128,-5.86062,-1.64787
-25.48094,-5.59245,-1.44734
-25.93067,-5.01763,-1.51253
-25.67078,-4.74285,-0.51018
-25.52480,-2.73284,-0.70655
-25.01473,-1.87882,-0.87470
-24.60021,-0.07863,-1.07241
-25.17094,1.44596,-0.81928
-25.03547,2.60560,-0.26678
-24.92291,3.43261,0.49613
-24.90392,3.70130,0.88996
-24.72949,4.90740,0.55061
-24.54776,5.74353,-0.43432
-24.67275,6.89268,1.06331
-24.77370,8.66327,1.06958
-23.75670,9.86954,1.35353
-24.63054,10.58285,2.48227
-24.60099,13.15987,1.84017
-22.70444,15.03557,2.90945
-23.52812,16.89564,1.70237
-22.85987,18.34384,2.65124
-22.09015,19.21397,4.08931
-21.71492,19.69821,4.47420
-21.42933,20.75279,5.22988
-21.36608,21.43998,3.56096
-21.18895,22.48420,3.69191
-20.58984,23.08881,4.46033
-20.37271,24.89760,6.28549
-19.98178,24.61936,5.32732
-19.91572,25.66222,4.76796
-19.43235,25.58216,5.23078
-18.44078,25.57613,4.45127
-18.14873,26.15284,4.27018
-17.53012,26.56864,3.94849
-16.16168,26.79220,5.14021
-15.34999,26.68854,3.82059
-15.17871,27.12402,3.42298
-14.74263,27.11811,2.56187
-13.92027,28.04216,3.04355
-12.80155,27.29646,2.59582
-12.20505,28.22388,2.09582
-11.52722,27.63727,3.25181
-11.23123,27.31124,1.98734
-10.70899,26.91521,1.56981
-10.14552,25.95114,1.83874
-9.53762,25.01473,1.47795
-9.94568,23.33889,1.29393
-8.92848,21.87162,1.20452
-8.16443,19.82031,0.59643
-7.45135,18.66424,0.38311
-7.38260,18.02934,0.48243
-7.16182,17.03400,0.18883
-6.82337,16.04562,0.70823
-6.70412,15.72198,-0.03049
-6.36953,15.07955,0.07176
-6.67771,14.10468,0.27135
-6.57914,13.02639,0.60451
-6.45644,12.84142,0.64123
-6.31239,10.97716,0.25275
-6.42823,9.59672,0.50049
-6.61713,7.98564,0.99030
-6.56830,6.19193,0.96874
-6.21674,4.91842,1.12943
-6.16562,2.76286,0.87024
-5.89181,2.77964,1.08795
-5.96317,1.57443,1.28307
-6.15511,1.74624,1.09082
-6.03540,1.64416,1.26761
-5.80228,0.73186,0.87777
-6.06800,0.12526,1.44412
-6.26343,-0.35965,0.85803
-7.14713,-1.64202,0.84500
-6.50574,-3.62217,0.66982
-6.48531,-4.91088,0.32216
-6.64193,-6.53691,0.83881
-6.83338,-7.85549,0.98984
-6.80756,-8.84645,0.41576
-6.61054,-10.23066,0.11987
-6.96431,-11.48299,-0.07861
-6.79669,-12.14928,0.45829
-6.84679,-12.63872,0.60275
-6.55003,-13.32197,-0.32148
-6.67503,-13.51281,0.23859
-6.31968,-14.22669,-0.45277
-6.36942,-15.42985,-0.23772
-6.26346,-16.64557,-0.54226
-6.13561,-18.13578,-0.71554
-6.19968,-19.88966,-1.45156
-6.05180,-21.93232,-2.18330
-5.91780,-25.03082,-1.41972
-5.54043,-26.41026,-2.55964
-5.48982,-27.64346,-3.06836
-5.49933,-29.54731,-2.74043
-5.34095,-30.47483,-2.11398
-5.12537,-31.69303,-2.28221
-5.05529,-33.04520,-2.54830
-5.24445,-34.00115,-2.06374
-5.12026,-35.80554,-1.35035
-5.26901,-37.73059,-1.41290
-5.61478,-39.48363,-1.58903
-5.14931,-41.12751,-2.06195
-4.28618,-42.32780,-1.09867
-4.10188,-42.99327,-1.64232
-3.68730,-43.93129,-2.52371
-4.29380,-44.05750,0.02762
-4.05572,-44.70299,-0.20657
-3.96260,-45.00956,-0.09463
-3.98568,-44.72992,0.49191
-4.16810,-45.70453,0.98355
-4.37641,-45.85323,2.05561
-4.27835,-45.67831,2.25530
-4.41000,-45.60293,1.83665
-4.57329,-45.61631,2.94488
